Ship_ID,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Ship_class,Ship_Speed,Ship_Fuel_Level,Ship_crew_count,Ship_Cargo_Weight,Ship_Humidity,Ship_Temperature,Ship_Engine_Status,Ship_activity_log,Ship_Energy_Consumption
154,0339_01,Earth,FALSE,F/75/P,TRAPPIST-1e,52,FALSE,356,34,288,0,124,Alley Barnolderg,233,232,143330,901.25,592.2,50.33,37.6,101.43,595,1364
155,0339_02,Earth,FALSE,F/75/P,55 Cancri e,15,FALSE,638,0,7,0,0,Alber Colleruces,244,232,103756,912.15,580,50.23,37.17,101.42,591,779
156,0339_03,Earth,FALSE,F/75/P,TRAPPIST-1e,25,FALSE,10,2,755,0,9,Kirky Colleruces,236,236,66195,922,595.1,50.13,36.66,101.41,624.3,617
157,0339_04,Earth,TRUE,G/56/P,55 Cancri e,14,FALSE,0,0,0,0,0,Shelle Perkings,240,239,108206,923,583.05,50.03,36.15,101.4,592,1234
158,0339_05,Earth,TRUE,G/56/P,55 Cancri e,,FALSE,0,0,0,0,0,Davisy Colleruces,244,243,141099,920.5,580.25,49.92,35.44,101.38,590,877
159,0339_06,Earth,FALSE,F/75/P,TRAPPIST-1e,16,FALSE,1395,0,0,21,522,Wandy Colleruces,245,234,91258,938.95,585.4,49.82,34.72,101.37,587.15,1494
160,0339_07,Earth,FALSE,G/56/P,TRAPPIST-1e,48,FALSE,1,0,259,308,450,Berta Barnolderg,236,232,82771,942.1,582.1,49.72,34.78,101.36,589,1364
161,0339_08,Earth,FALSE,F/75/P,TRAPPIST-1e,36,FALSE,0,69,0,0,796,Shalle Barnolderg,239,236,63354,926.8,588.05,49.62,34.85,101.35,588.5,1039
162,0342_01,Earth,FALSE,E/19/P,PSO J318.5-22,19,FALSE,0,74,610,0,,Teryla Headardyer,239,236,43639,921.65,575,49.51,34.93,101.34,585,714
163,0342_02,Earth,TRUE,G/58/P,PSO J318.5-22,43,FALSE,0,0,0,0,0,Blanie Headardyer,237,234,66303,919.65,584,49.41,35.01,101.34,586,1299
164,0344_01,Europa,TRUE,C/8/P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Zibah Stranbeate,236,236,120844,918.7,580.55,49.31,35.45,101.33,581.55,454
165,0344_02,Europa,FALSE,C/8/P,55 Cancri e,54,FALSE,0,8,4391,4882,7,,254,249,61968,922.55,560,49.21,35.89,101.32,563.5,779
166,0349_01,Europa,,A/4/S,TRAPPIST-1e,33,FALSE,0,1030,0,3490,5832,Meropus Ametic,254,246,137388,917.45,556,49.1,36.3,101.32,562.7,454
167,0349_02,Europa,TRUE,A/4/S,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Kaffias Ametic,260,258,41818,920.25,560,49,36.71,101.31,560.5,324
168,0349_03,Europa,FALSE,A/4/S,TRAPPIST-1e,33,FALSE,23,0,737,493,1373,Misadr Ametic,275,268,109162,917.9,558.05,48.97,36.77,101.3,558.25,324
169,0349_04,Europa,TRUE,A/4/S,55 Cancri e,28,FALSE,0,0,0,0,0,Alderak Ametic,282,268,124648,915.35,522.25,48.95,36.83,101.3,534.5,389
170,0349_05,Europa,FALSE,A/4/S,TRAPPIST-1e,23,FALSE,0,1468,0,704,1193,Celavar Ametic,273,265,150584,917.85,524,48.92,36.7,101.28,532,422
171,0349_06,Europa,FALSE,A/4/S,TRAPPIST-1e,26,FALSE,8,67,0,393,1975,Duhratz Ametic,276,270,72698,928.65,529.05,48.9,36.56,101.27,536,422
172,0351_01,Mars,TRUE,F/77/P,TRAPPIST-1e,41,,0,0,0,0,0,Macon Fache,272,270,109398,926.45,535,48.87,36.36,101.26,554,422
173,0353_01,Earth,TRUE,G/61/P,TRAPPIST-1e,2,FALSE,,0,0,0,0,Arla Jacostanley,276,273,19644,916,555,48.85,36.15,101.25,569.8,584
174,0353_02,Earth,TRUE,G/61/P,PSO J318.5-22,21,FALSE,0,0,0,0,0,Delley Jacostanley,275,274,46632,928,540.15,48.82,36.2,101.24,549,389
175,0354_01,Earth,FALSE,F/79/P,PSO J318.5-22,70,FALSE,130,0,1247,0,3,Hary Waltonson,290,290,89242,930.3,534,48.79,36.25,101.23,538,422
176,0362_01,Earth,FALSE,F/80/P,TRAPPIST-1e,20,FALSE,0,1704,3,0,0,Eddiey Gardonadox,292,291,133947,924.25,530,48.77,36.12,101.22,534.1,389
177,0363_01,Earth,FALSE,E/22/S,TRAPPIST-1e,31,FALSE,273,722,1,0,0,Doray Fowlesterez,296,292,123502,894.45,516,48.74,36,101.21,516,487
178,0363_02,Earth,FALSE,E/22/S,TRAPPIST-1e,8,FALSE,0,0,0,0,,Kimmy Fowlesterez,294,285,119535,896.35,480,48.72,35.88,101.2,493.9,519
179,0363_03,Earth,TRUE,E/22/S,TRAPPIST-1e,5,FALSE,0,0,0,0,0,Jenn Fowlesterez,284,281,151311,885.3,462,48.69,35.75,101.19,471.5,617
180,0364_01,Mars,FALSE,F/81/P,TRAPPIST-1e,45,FALSE,288,0,932,4,0,Cinkes Chité,281,281,67153,889.85,477,48.67,35.59,101.18,492.75,617
181,0364_02,Mars,FALSE,,TRAPPIST-1e,37,FALSE,731,0,517,50,0,Anakes Chité,286,286,32321,912.9,477,48.64,35.43,101.18,480.8,649
182,0366_01,Earth,TRUE,G/52/S,TRAPPIST-1e,24,FALSE,0,0,0,0,0,,291,284,71633,905.1,427,48.62,35.48,101.17,448,649
183,0367_01,Europa,FALSE,D/11/S,55 Cancri e,55,FALSE,0,538,0,6,5288,Misa Dischod,285,250,86080,893,447.55,48.59,35.52,101.16,484,617
184,0374_01,Earth,FALSE,F/86/P,TRAPPIST-1e,18,FALSE,0,251,,0,553,Harrie Sterreray,256,249,6055,828.05,452.75,48.56,35.52,101.15,470.1,649
185,0374_02,Earth,FALSE,,TRAPPIST-1e,36,FALSE,6,0,0,783,0,Tamie Sterreray,261,259,29050,837.2,446.05,48.54,35.52,101.14,460,617
186,0386_01,Mars,FALSE,D/12/S,TRAPPIST-1e,59,FALSE,1678,,0,0,0,Docoos Fiha,262,256,79974,845.4,443.1,48.51,35.42,101.14,453.7,357
187,0390_01,Earth,TRUE,G/67/P,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Anda Mejiaddox,260,260,17303,841.4,431.05,48.49,35.33,101.13,434.15,552
188,0393_01,Earth,FALSE,G/58/S,55 Cancri e,46,FALSE,4908,1,3,1,14,Dellia Whitledges,268,262,21265,827.6,411.75,48.46,35.24,101.12,419.7,649
189,0394_01,Mars,FALSE,F/87/P,TRAPPIST-1e,29,FALSE,87,1192,67,0,3,Seat Facke,267,244,154934,864.65,415,48.44,35.15,101.11,437,747
190,0399_01,Earth,TRUE,G/68/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Rayle Lewinton,247,237,155120,846.55,439.1,48.41,35.34,101.1,450,649
191,0400_01,Europa,TRUE,C/10/P,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Azaleha Aroodint,246,245,126307,850.95,442.15,48.38,35.52,101.1,468,422
192,0404_01,Mars,FALSE,F/88/P,TRAPPIST-1e,28,FALSE,4,0,2219,0,0,Tot Kate,249,245,155154,876.25,455.25,48.36,35.53,101.1,462.5,519
193,0406_01,Earth,FALSE,F/70/S,TRAPPIST-1e,26,FALSE,708,183,10,0,0,Ryany Prinson,247,247,53078,875.95,445,48.33,35.55,101.09,445,422
194,0414_01,Earth,FALSE,F/93/P,TRAPPIST-1e,32,FALSE,642,0,759,332,1444,Bara Hutchinton,253,241,31835,915.3,432,48.31,35.4,101.08,433.5,942
195,0416_01,Earth,FALSE,E/23/S,TRAPPIST-1e,18,FALSE,658,0,0,0,5,Lina Ocherman,243,239,47467,886.75,420.05,48.28,35.25,101.08,435,779
196,0418_01,Earth,FALSE,F/94/P,TRAPPIST-1e,50,FALSE,1,0,0,736,0,Salley Brantuarez,247,243,149605,903.25,418,48.26,35.35,101.06,435,422
197,0419_01,Earth,FALSE,G/70/P,TRAPPIST-1e,47,FALSE,239,75,487,7,0,Line Monsoney,244,241,75555,903.25,434,48.23,35.24,101.06,454,812
198,0419_02,Earth,TRUE,G/70/P,PSO J318.5-22,15,FALSE,0,0,0,0,0,,247,245,29784,944.4,445,48.21,35.13,101.05,470,812
199,0419_03,Earth,TRUE,G/70/P,,35,FALSE,0,0,0,0,0,Erman Monsoney,253,252,46373,943.6,435,48.18,35.03,101.05,444.75,812
200,0420_01,Earth,FALSE,F/95/P,TRAPPIST-1e,49,FALSE,189,,0,882,0,Sethew Kellson,254,251,52714,928.2,439.45,48.15,34.92,101.05,455,812
201,0421_01,Europa,FALSE,C/12/P,55 Cancri e,32,FALSE,0,2116,6252,0,81,Eleb Bradiary,254,252,114529,919.55,461,48.13,34.83,101.04,484,714
202,0422_01,Earth,FALSE,G/61/S,TRAPPIST-1e,63,FALSE,4,6,0,,835,Eline Hooperez,261,255,134049,955.5,465.05,48.1,34.73,101.04,468.1,714
203,0424_01,Mars,FALSE,F/73/S,TRAPPIST-1e,54,FALSE,129,0,441,1028,0,Fow Tité,255,252,105163,956.15,461,48.08,34.74,101.04,468,1234
204,0426_01,Earth,FALSE,F/74/S,TRAPPIST-1e,21,,128,0,20,628,0,Branca Hoppers,253,244,84807,983.15,466.25,48.05,34.76,101.04,488.75,1234
205,0440_01,Mars,FALSE,D/14/P,TRAPPIST-1e,38,FALSE,1030,1347,197,3,0,Supce Gre,245,239,47480,966.8,485.1,48.03,34.7,101.04,505,1234
206,0443_01,Mars,FALSE,E/24/S,TRAPPIST-1e,50,FALSE,0,0,0,0,0,Beeres Erpie,244,233,52985,970.9,487.5,48,34.63,101.04,548.3,1364
207,0450_01,Earth,FALSE,F/82/S,PSO J318.5-22,32,FALSE,1,0,858,0,689,Bobara Mallerez,236,234,129319,936.7,527.05,48.03,34.56,101.04,528.5,1364
208,0451_01,Europa,TRUE,C/17/S,55 Cancri e,33,FALSE,0,0,0,0,0,Eltares Witive,237,233,37618,868.05,520,48.05,34.49,101.04,548.5,974
209,0455_01,Europa,FALSE,D/16/P,TRAPPIST-1e,30,FALSE,0,870,67,1,461,Winork Aiming,236,222,80380,881.1,529.3,48.08,34.48,101.04,531.9,974
210,0464_01,Earth,TRUE,G/68/S,TRAPPIST-1e,28,FALSE,0,0,0,0,,Dwindy Emenez,225,216,14469,853.35,524,48.1,34.46,101.04,536.6,974
211,0467_01,Mars,TRUE,D/17/P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Gonut Keen,219,219,141203,871.4,538.45,48.13,34.26,101.04,542,812
212,0467_02,Mars,TRUE,D/17/P,TRAPPIST-1e,,FALSE,0,0,0,0,,Cings Keen,224,224,143533,871.05,532.2,48.15,34.07,101.04,535.25,812
213,0467_03,Mars,TRUE,D/17/P,55 Cancri e,37,FALSE,0,0,0,0,0,Crunch Keen,229,222,92746,876.1,532,48.18,33.83,101.04,540,812
214,0467_04,Mars,FALSE,D/17/P,TRAPPIST-1e,59,FALSE,53,0,2736,0,0,Choney Keen,223,221,30713,878.75,545,48.21,33.58,101.03,563,812
215,0469_01,Europa,FALSE,C/18/S,TRAPPIST-1e,31,FALSE,0,2522,0,0,2756,Zanino Femoused,223,222,70966,870.45,550.35,48.23,33.44,101.02,556.7,812
216,0473_01,Earth,FALSE,F/102/P,TRAPPIST-1e,25,FALSE,246,0,541,0,16,Randa Sweett,223,222,113478,828.05,535.15,48.26,33.31,101.02,543,812
217,0478_01,Europa,FALSE,C/14/P,TRAPPIST-1e,38,FALSE,8,147,0,7668,46,Gimph Mallisly,225,224,5107,835.8,511,48.28,33.13,101.02,513.2,779
218,0478_02,Europa,TRUE,C/14/P,55 Cancri e,37,FALSE,0,0,0,0,0,Aldun Mallisly,236,233,111210,825.45,511.3,48.31,32.95,101.02,527,844
219,0479_01,Europa,TRUE,B/16/S,55 Cancri e,44,FALSE,0,0,0,0,0,Merabik Trovetert,234,233,6166,824.25,533,48.33,32.82,101.02,539,942
220,0483_01,Europa,TRUE,D/18/P,TRAPPIST-1e,28,,0,0,0,0,0,Caphact Flutorly,236,230,10758,827.15,525,48.36,32.69,101.02,526.4,454
221,0483_02,Europa,FALSE,D/18/P,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Alatik Flutorly,231,226,19870,833.2,501,48.38,32.64,101.02,524.95,1039
222,0484_01,Mars,TRUE,F/104/P,55 Cancri e,53,FALSE,0,0,0,0,0,Eles Hotty,226,215,84817,809.15,520,48.41,32.59,101.02,522.6,649
223,0486_01,Earth,FALSE,G/75/P,55 Cancri e,21,FALSE,0,0,687,0,21,Wallyn Gletonerson,219,218,47856,820.05,511.1,48.44,32.45,101.02,522.1,877
224,0489_01,Mars,TRUE,E/31/P,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Fal Knike,229,223,155761,827.5,526.1,48.46,32.3,101.03,529.25,812
225,0489_02,Mars,TRUE,F/105/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Rios Knike,226,223,22390,831,522.5,48.49,32.16,101.03,529.4,617
226,0491_01,Earth,FALSE,F/106/P,PSO J318.5-22,37,FALSE,,0,1022,15,0,Len Cobson,226,225,102474,827,526.5,48.51,32.02,101.03,530.45,617
227,0492_01,Mars,FALSE,D/17/S,TRAPPIST-1e,34,FALSE,648,0,371,38,0,Eggies Pate,236,232,73031,832.55,528,48.54,31.87,101.04,549.2,617
228,0493_01,Earth,TRUE,G/72/S,TRAPPIST-1e,46,FALSE,0,0,0,0,0,,232,232,108606,849.05,532,48.56,31.73,101.04,539,649
229,0494_01,Europa,TRUE,C/15/P,55 Cancri e,18,FALSE,0,0,0,0,0,Mizark Ereatible,235,234,43074,838.1,500,48.59,31.54,101.04,524.15,649
230,0494_02,Europa,FALSE,C/15/P,TRAPPIST-1e,19,FALSE,1,1378,63,163,659,Weznif Ereatible,240,238,85328,840.2,501,48.62,31.34,101.04,505.9,584
231,0495_01,Earth,TRUE,G/73/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Nelly Richan,239,232,55700,854.9,493,48.64,31.15,101.04,513,779
232,0495_02,Earth,TRUE,G/73/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Monard Richan,236,229,48759,853.75,510,48.67,30.96,101.04,513.25,779
233,0495_03,Earth,TRUE,G/73/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Etha Richan,230,229,124538,879.5,507,48.69,30.75,101.04,519.25,779
234,0495_04,Earth,FALSE,G/73/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Bonyam Richan,237,236,86530,875.35,522,48.72,30.54,101.05,522,844
235,0495_05,Earth,FALSE,G/73/S,TRAPPIST-1e,34,FALSE,1729,17,0,,1298,Ellena Richan,244,240,75098,869.1,520.15,48.74,30.44,101.06,526,844
236,0495_06,Earth,FALSE,G/73/S,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Man Richan,242,239,134440,874.05,524.35,48.77,30.35,101.06,531,877
237,0496_01,Earth,FALSE,G/77/P,55 Cancri e,0,FALSE,,0,0,0,0,Belix Kennetty,240,239,23354,872.45,531.1,48.79,30.13,101.08,540,877
238,0496_02,Earth,TRUE,G/77/P,PSO J318.5-22,14,FALSE,0,0,0,0,0,Ianna Kennetty,242,240,58848,866.5,536.6,48.82,29.91,101.09,550,877
239,0497_01,Mars,TRUE,F/107/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Muebix Mepie,241,235,3854,853.45,550,48.85,29.58,101.1,566,877
240,0505_01,Earth,FALSE,F/108/P,TRAPPIST-1e,21,FALSE,15,345,18,486,0,Paulah Reenez,236,234,11310,851.85,568,48.87,29.24,101.1,582,779
241,0508_01,Europa,FALSE,D/20/P,55 Cancri e,37,FALSE,4105,2081,1,118,446,Elerops Cassiding,237,237,36517,862.7,555,48.9,29.03,101.11,561,779
242,0509_01,Earth,TRUE,,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Alfrey Ewins,238,235,65189,860.55,545.25,48.92,28.83,101.12,570,877
243,0511_01,Earth,FALSE,G/76/S,,17,FALSE,441,0,131,315,5,Jaye Noelan,236,236,2603,857.45,562,48.95,28.68,101.12,565,877
244,0514_01,Earth,TRUE,G/79/P,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Erie Tersony,237,232,2696,860.05,540,48.97,28.54,101.13,549.75,877
245,0524_01,Europa,FALSE,T/0/S,TRAPPIST-1e,35,FALSE,0,6442,672,238,60,Tabius Frogauded,233,232,4908,860.4,530.6,49,28.34,101.14,544,877
246,0526_01,Earth,TRUE,G/80/P,TRAPPIST-1e,34,FALSE,0,0,0,0,0,Elody Daughessey,232,232,18307,860.85,524,48.97,28.14,101.15,524.25,844
247,0530_01,Europa,FALSE,B/21/S,TRAPPIST-1e,17,FALSE,760,752,0,16,2471,Jihalla Embleng,234,234,145420,856.15,511.3,48.95,28.22,101.16,520.1,844
248,0530_02,Europa,FALSE,B/21/S,55 Cancri e,39,FALSE,0,547,0,1121,4641,Geonkaa Embleng,235,235,124967,851.25,515,48.92,28.3,101.17,528,1202
249,0530_03,Europa,TRUE,B/21/S,55 Cancri e,56,,0,0,0,0,0,Unukat Embleng,240,239,81122,850.4,527,48.89,28.09,101.18,536.5,1137
250,0532_01,Europa,FALSE,B/22/S,55 Cancri e,35,FALSE,3424,20,0,442,1130,Quarkib Groughty,239,239,48147,866.1,535,48.87,27.88,101.18,539,1234
251,0532_02,Europa,TRUE,B/22/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Rasalm Groughty,241,237,107504,876.4,520,48.84,27.74,101.18,526.85,1234
252,0535_01,Earth,FALSE,E/34/S,PSO J318.5-22,29,FALSE,0,0,288,395,0,Adria Mcneiley,237,236,78966,854.35,524,48.82,27.61,101.17,538,1234
253,0536_01,Mars,FALSE,F/94/S,TRAPPIST-1e,15,FALSE,4922,0,2427,0,0,Pid Vloaf,237,237,11572,858.55,533,48.79,27.38,101.18,573.9,1234
254,0536_02,Mars,FALSE,E/35/S,,37,FALSE,1063,133,99,2,0,Blues Vloaf,237,237,17929,895.7,557,48.76,27.16,101.19,558.2,1494
255,0541_01,Europa,TRUE,B/23/S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Jabbab Dident,237,236,135016,921.9,552,48.74,26.84,101.2,564,1364
256,0543_01,Earth,TRUE,G/85/P,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Yolas Pooley,237,232,140499,902.8,543,48.71,26.52,101.2,546.5,1364
257,0544_01,Europa,FALSE,C/20/S,TRAPPIST-1e,18,FALSE,4,9352,0,10,46,Lesaton Healist,233,230,70972,920.5,545.1,48.68,26.29,101.21,546.5,1234
258,0554_01,Mars,FALSE,F/112/P,TRAPPIST-1e,61,FALSE,2221,0,0,1,0,Chars Fone,230,221,23044,941.05,551,48.66,26.06,101.22,553.7,1234
259,0557_01,Mars,TRUE,F/113/P,TRAPPIST-1e,45,FALSE,0,0,0,0,0,Caks Spie,223,222,62977,943.65,548.25,48.63,25.94,101.24,550,1234
260,0557_02,Mars,TRUE,F/113/P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Mall Spie,226,224,127949,944.65,535,48.61,25.81,101.25,538.5,649
261,0558_01,Earth,FALSE,F/101/S,TRAPPIST-1e,65,FALSE,0,804,0,0,0,Julion Llonovancis,226,224,140062,918.4,531.2,48.58,25.73,101.25,539.15,779
262,0562_01,Mars,FALSE,F/104/S,TRAPPIST-1e,27,FALSE,286,0,1023,0,0,Bases Shcad,224,223,142634,864.05,541.4,48.55,25.65,101.25,554.65,779
263,0562_02,Mars,TRUE,F/104/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Sex Shcad,225,224,51407,901,545.15,48.53,25.59,101.25,549.95,942
264,0574_01,Mars,FALSE,,TRAPPIST-1e,32,,2543,1,55,0,0,Mele Sha,226,223,71393,901.6,542.75,48.5,25.53,101.25,549.15,574
265,0578_01,Earth,TRUE,G/84/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Dont Hoppers,223,223,90687,879.3,546.25,48.47,25.51,101.25,578.5,583
266,0578_02,Earth,,G/84/S,TRAPPIST-1e,44,FALSE,0,0,0,0,0,Nance Hoppers,229,228,95482,874.8,585,48.45,25.49,101.25,587.05,994
267,0584_01,Earth,TRUE,G/88/P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Charry Hortis,229,228,79898,873.4,561,48.42,25.63,101.26,561,583
268,0584_02,Earth,FALSE,F/119/P,TRAPPIST-1e,16,FALSE,0,379,0,2488,1,Caseya Hortis,229,229,80315,865.15,567,48.39,25.77,101.26,574.5,714
269,0592_01,Earth,FALSE,F/122/P,TRAPPIST-1e,41,FALSE,0,1032,0,0,32,Juane Bakerson,230,229,116953,879.9,568,48.37,25.8,101.26,576.4,844
270,0595_01,Earth,TRUE,G/88/S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Royce Yatters,230,229,77184,882.55,544,48.34,25.82,101.27,569,877
271,0601_01,Earth,FALSE,G/92/P,TRAPPIST-1e,16,FALSE,0,492,0,0,0,Gracy Warrison,232,232,141804,876.95,569,48.32,25.74,101.27,599,779
272,0604_01,Earth,FALSE,F/127/P,TRAPPIST-1e,17,FALSE,0,24,673,0,0,Loisey Meltonway,233,233,51183,868.1,582.3,48.29,25.65,101.27,608,500
273,0605_01,Earth,FALSE,F/110/S,TRAPPIST-1e,40,FALSE,5,0,3,447,424,Brank Romason,237,236,109716,862.45,588,48.26,25.64,101.28,595,812
274,0606_01,Earth,TRUE,G/93/P,PSO J318.5-22,37,FALSE,0,0,0,0,0,Elly Masquez,251,246,140198,862.4,586.1,48.24,25.62,101.28,598.05,779
275,0613_01,Europa,TRUE,B/26/P,TRAPPIST-1e,53,FALSE,0,0,0,0,0,Auvan Stubtlarle,249,244,8318,846.8,593,48.21,25.38,101.28,599.8,779
276,0613_02,Europa,TRUE,B/26/P,TRAPPIST-1e,42,FALSE,0,0,0,0,0,Tetra Stubtlarle,249,244,130650,841.75,597.1,48.18,25.15,101.28,600.1,454
277,0616_01,,FALSE,E/40/S,TRAPPIST-1e,31,FALSE,0,428,,1154,1025,Arkaban Spriney,245,241,132796,837.35,602,48.16,25.04,101.28,602,619
278,0617_01,Mars,FALSE,F/130/P,,18,FALSE,1644,430,158,0,0,Choney Perta,245,242,114589,845.65,601,48.13,24.94,101.28,604.6,617
279,0620_01,Mars,FALSE,F/132/P,TRAPPIST-1e,51,TRUE,755,6,284,102,,All Derte,244,244,14349,843.25,592,48.11,24.83,101.28,592,487
280,0620_02,Mars,FALSE,F/132/P,,20,FALSE,0,0,1281,8,0,Frunad Derte,247,243,74459,831.4,599.8,48.08,24.82,101.28,602,747
281,0620_03,Mars,FALSE,F/132/P,55 Cancri e,19,FALSE,0,0,1435,15,0,Gibers Derte,244,241,78709,827.7,597,48.05,24.82,101.28,600.15,1039
282,0621_01,Earth,FALSE,E/41/S,TRAPPIST-1e,22,FALSE,499,46,174,61,7,Calvia Spentley,240,240,70529,814.4,584.1,48.03,24.84,101.28,597,649
283,0622_01,Europa,FALSE,B/27/P,55 Cancri e,41,FALSE,0,1528,11,10243,17,Alram Contery,243,242,63481,815.35,592.25,48,24.85,101.28,597,714
284,0624_01,Europa,FALSE,E/42/S,TRAPPIST-1e,28,FALSE,0,1048,1469,0,22,Spurin Cisorter,244,243,12968,811.45,590,48,24.91,101.28,598.25,1039
285,0625_01,Mars,TRUE,F/111/S,55 Cancri e,0,FALSE,0,0,0,0,0,Trise Perie,251,247,7251,786.65,584,48,24.97,101.28,589,422
286,0625_02,Mars,TRUE,F/111/S,TRAPPIST-1e,42,FALSE,0,0,0,0,0,,249,249,28913,784.4,586,48,24.88,101.28,597,422
287,0625_03,Mars,TRUE,F/111/S,55 Cancri e,20,FALSE,0,0,0,0,0,Flats Perie,257,256,57470,758.05,581.65,48,24.79,101.29,584.8,779
288,0626_01,Europa,TRUE,B/24/S,55 Cancri e,25,FALSE,0,0,0,0,0,Aludram Impress,263,256,39280,763.7,573,48,24.66,101.28,583,779
289,0626_02,Europa,TRUE,B/24/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Dyonon Emoted,259,254,140284,731.3,576.15,48,24.52,101.28,581.1,552
290,0626_03,Europa,FALSE,D/21/S,TRAPPIST-1e,25,TRUE,30,5718,0,0,1385,Askedus Emoted,255,254,65509,699.5,571.65,48,24.45,101.28,587,552
291,0627_01,Mars,FALSE,D/22/S,TRAPPIST-1e,45,FALSE,0,0,1057,0,0,Pil Bake,256,254,115538,712.35,580,48,24.38,101.28,590,552
292,0632_01,Earth,FALSE,F/134/P,TRAPPIST-1e,19,FALSE,0,77,0,532,256,Idary Hebernandry,261,259,155075,726.4,575,48,24.29,101.28,587,552
293,0632_02,Earth,FALSE,E/37/P,PSO J318.5-22,16,FALSE,72,4,1456,,0,Lilly Hebernandry,271,268,54112,810.95,581,48,24.2,101.28,584,552
294,0632_03,Earth,TRUE,G/97/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Terald Hebernandry,270,265,50269,897.15,570,48,24.11,101.28,578.8,584
295,0640_01,Europa,TRUE,D/26/P,TRAPPIST-1e,38,FALSE,0,0,0,0,0,Suhelik Dedinder,266,264,90441,892.5,552.25,48,24.02,101.28,580,584
296,0640_02,Europa,TRUE,D/26/P,55 Cancri e,27,FALSE,0,0,0,0,0,Tope Dedinder,271,267,146667,886.7,528.5,48,23.82,101.28,548,584
297,0648_01,Mars,FALSE,D/27/P,55 Cancri e,36,FALSE,748,0,222,0,0,Phams Colte,269,269,81041,856.25,513,48,23.62,101.28,519.3,487
298,0648_02,Mars,FALSE,D/27/P,TRAPPIST-1e,21,FALSE,1045,90,1110,333,0,Possh Colte,285,284,122666,836.7,478.35,48,23.51,101.28,497.5,487
299,0649_01,Earth,FALSE,G/99/P,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Andary Clean,293,293,52746,815.9,484,48,23.4,101.28,489.5,519
300,0651_01,Europa,TRUE,D/28/P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Terons Lendly,311,281,139181,790.55,431,48,23.33,101.28,457,519
301,0652_01,Earth,TRUE,G/96/S,PSO J318.5-22,3,FALSE,0,0,0,0,0,Natald Ashipson,292,287,63457,804.5,450,48,23.26,101.27,461.35,617
302,0652_02,Earth,FALSE,G/96/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Marace Ashipson,288,285,130989,165.25,449.05,48,23.1,101.26,525,617
303,0652_03,Earth,FALSE,G/96/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Analdy Ashipson,286,275,67877,160.35,481,48,22.94,101.26,525,487
304,0652_04,Earth,FALSE,F/116/S,TRAPPIST-1e,32,FALSE,632,0,0,2,0,Mara Ashipson,278,272,145505,159,497.5,48,22.85,101.26,512,487
305,0652_05,Earth,FALSE,G/96/S,55 Cancri e,5,FALSE,0,0,0,0,0,Eila Ashipson,279,274,28236,158.5,500,48,22.76,101.26,520,649
306,0654_01,Earth,FALSE,G/100/P,TRAPPIST-1e,79,FALSE,0,0,881,7,0,Tance Coley,275,273,113363,156.75,510,48,22.56,101.26,533,519
307,0662_01,Earth,FALSE,F/139/P,TRAPPIST-1e,19,FALSE,0,0,691,0,57,Marice Mcgowaymond,273,273,134787,156.8,540,48,22.36,101.26,550,519
308,0666_01,Earth,TRUE,G/100/S,TRAPPIST-1e,30,FALSE,0,0,0,0,,Willy Antoshipson,279,275,158727,159.4,522,48,22.42,101.25,543,487
309,0666_02,Earth,FALSE,F/119/S,TRAPPIST-1e,13,FALSE,1,875,0,0,0,Weney Antoshipson,276,274,120520,154.4,535,48,22.47,101.24,544.9,487
